Account,Type,Date,Views,Likes,Comments,Caption,Hashtags,URL
katrina.antonovich.official,Reel,22 Apr 2026,759,13518,6,"Where design meets emotion ✨  Every detail tells a story — from lighting to texture, from space to atmosphere. This is not just an interior, it’s a lifestyle experience 🩶🩶🩶. #DesignExcellence #ModernLuxury #intetiordesign #HighEndLiving #DesignMood","#DesignExcellence #ModernLuxury #intetiordesign #HighEndLiving #DesignMood",https://www.instagram.com/p/DXb3CJskl-m/
sakinakaradesign,Photo,27 Jun 2024,,19,1,"Straight from my clippings and inspiration board: the stunning Drape console by @threeonefourstudio. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ I love incorporating unique pieces like this in both residential and hospitality projects. People often think of furniture in the classic sense of “have to have this,” ignoring the dimension and impact a piece like this can bring to a space. These pieces become functional art, transforming a room with no accessories needed! ⠀⠀⠀⠀⠀⠀⠀⠀⠀ The artistry and craftsmanship in this console are incredible—paper-thin fabric wrapped carbon fiber, resembling delicate drapery. It’s simply... chef’s kiss. The delicate fabric contrasts beautifully with the solid bronze legs. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Do you see furniture as purely a necessity or as a form of art? ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀","#DesignInspiration #FunctionalArt #InteriorDesign #FurnitureLove #designdaily #dubaiinteriors #dubaiinteriordesign #interiordecor #furnituredesign #interiordesign #design",https://www.instagram.com/p/C8tFVGrpJjU/
sakinakaradesign,Photo,15 May 2024,,41,1,"Introducing our new 'Online Design' service ✨ - a personalised private design consultation tailored to you and your space.  Our virtual sessions, spanning two hours offer personalised interior design advice and guidance to unlock the potential of your interiors.   Whether you’re embarking on a remodel or renovation, struggling with a tricky floor plan, a blank wall or seeking expert advice on furniture and décor, this dedicated time is perfect to review your plans and ideas.   I will offer insights and pinpoint any areas for enhancement and answer any design questions you may have.  The consultation is also perfect if you’re feeling overwhelmed by design options and find yourself down the Pinterest rabbit hole! I will work with you to pinpoint a style and design direction thatresonates with your personal style, empowering you to make guided decisions for your space.  Each session is tailored and completely customised to the needs of each client and each space.  You can book the session directly through our website, or get in touch to learn more about our Online Design service.   #interiordesign #commercialdesign #residentialdesign #interiorinspiration #dubaiinteriordesign #dubaiinteriors #interiordesignbusiness #sakinakaradesign","#interiordesign #commercialdesign #residentialdesign #interiorinspiration #dubaiinteriordesign #dubaiinteriors #interiordesignbusiness #sakinakaradesign",https://www.instagram.com/p/C6-2hUgNaQ1/
sakinakaradesign,Photo,17 May 2024,,53,11,"So thrilled to share a look at our completed project for @thematchatokyo now open in JBR, Dubai. 🌱  Our goal was to create a bold and inviting space, and it was crucial to get every detail on point as this project was a full structural design - including the interior and exterior of the space - it had to feel bold, cohesive and on point!   The first design decision was for all materials and finishes used to be visible both inside and outside for a truly immersive feel. To achieve this we used a small scale tile in a curved formation juxtaposed against large slabs of beautiful Verde Prato marble. Intentionally keeping the remainder of the space neutral and warm allows the space to feel balanced and focused.   As an established brand with roots in Japan, it was essential to honour and celebrate modern Japanese design—one of my personal favourites for innovative inspiration! We achieved this by incorporating clean lines and symmetry throughout the windows, doors, and furniture shapes. ✨  #interiordesign #commercialdesign #storedesign #dubaiinteriors #interiordesignbusiness #matcha #thematchatokyo #sakinakaradesign","#interiordesign #commercialdesign #storedesign #dubaiinteriors #interiordesignbusiness #matcha #thematchatokyo #sakinakaradesign",https://www.instagram.com/p/C7EKY8nNukt/
sakinakaradesign,Photo,25 Jun 2024,,21,0,"I went along to The INDEX Design Show a couple of weeks ago, and I'm finally sharing my favourites! Swipe along to see a few of my favourite design elements and pieces from the show.   A big highlight for me was meeting the incredible glass blower Fabiano Zanchi. His work is absolutely stunning! I'm such a fan of the art of blowing glass (and obsessively binge watch every new season of Blown Away!). It’s incredible that for Fabiano, this craft has been in his family for generations. He told me that the sculptural piece on display at INDEX (second image) was inspired by a collaboration with the artist @elisabetholleart. I’m in love with the colour and the whimsical nature of the piece.  I also fell in love with the mosaic work by @mecartworks. The creativity behind creating a mural with these beautiful mosaic pieces is truly inspiring.  Which piece catches your eye the most?  1. David by es_calacattamarble 2. @fabiano_zanchi_murano_glass 3. @mecartworks 4. @artedimurano_official 5. @camlicadesign  #INDEXDubai #DesignInspiration #GlassBlowing #MosaicArt #designinspiration #dubaidesign #italiandesign","#INDEXDubai #DesignInspiration #GlassBlowing #MosaicArt #designinspiration #dubaidesign #italiandesign",https://www.instagram.com/p/C8pGCd_RLtm/
sakinakaradesign,Photo,22 May 2024,,33,4,"The devil really is always in the detail!   A close up from our private residential project in London.  A close up of the bathroom of our residential project in London.   Gorgeous floor-standing mixer and bath by @lussostone and textured porcelain tile by @capietra   #residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #bathroomdesign #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign","#residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #bathroomdesign #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign",https://www.instagram.com/p/C7QhwrytzRl/
sakinakaradesign,Reel,03 Jun 2024,126,21,2,"Today, as part of our new Coffee Table Reads series, I want to share a book by @nourjarrar_ titled ‘The State of Mind Palestine’. It’s a stunning compilation of vintage photos, poems, and writings from and about Palestine. The images are powerful, poignant, and beautiful.  I believe, and I tell my clients, that the books you keep in your space aren’t just for aesthetics – they tell a story of who you are, what you love and provide a lasting source of inspiration.  @thestateofmindpalestine   #alleyesonrafah #freepalestine #CoffeeTableReads #sakinakaradesign","#alleyesonrafah #freepalestine #CoffeeTableReads #sakinakaradesign",https://www.instagram.com/p/C7whUGBpfts/
katrina.antonovich.official,Photo,12 Apr 2026,,11192,15,"Interior design is not just about aesthetics — it’s about creating a space that reflects your lifestyle and vision ✨  Every project starts with an idea. We carefully develop each detail — from concept and planning to materials, textures, and lighting.  Our goal is simple: to turn your vision into a perfectly executed reality.  From design to full realization — we handle it all 🤍  #interiordesign #luxuryliving #designprocess #antonovichgroup #fitout interiorinspiration","#interiordesign #luxuryliving #designprocess #antonovichgroup #fitout",https://www.instagram.com/p/DXBqGVHDeFc/
sakinakaradesign,Photo,24 May 2024,,26,3,"Do you ever struggle to match colours when creating or refreshing a new space in your home?   That’s what we in the design world call 👉Colour Story   Here's a simple, effective tip when it comes to layering colours that are within ‘the same colour story’.  ▪️Start with a tone you love and use it as your base-this could be something you already have, like a sofa or rug.   ▪️Next, add elements in a variety of textures and materials that sit within the same tone.  (For instance, if your couch is a warm beige, incorporate cushions and throws in warm beige tones-it can be lighter or darker but must be a warm tone.)   ▪️Apply the same approach to your rug. Introduce contrast or a focal point with artwork and sculpture.  💡Give this tip a try in your space, and let me know how it feels!  If this was useful then follow me to find out more on achieving a cohesive colour story next week!  #residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #dubaihomes #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign","#residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #dubaihomes #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign",https://www.instagram.com/p/C7VuyOmtShy/
katrina.antonovich.official,Reel,26 Apr 2026,94,11,1,"Milano. Design. Energy. ✨  A week where ideas turn into art, and inspiration becomes a lifestyle. Milan Design Week is not just about furniture or interiors — it’s about atmosphere, people, trends, and a vibe you can’t recreate.  Every corner of Milan breathes creativity: from minimalism to bold statements, from timeless classics to futuristic visions. This is where you don’t just see design — you feel it.  Salone, events, late nights, new connections, and endless inspiration 💫 This is where trends are born before the world even catches up.  Milano, always in my heart 🤍  #MilanDesignWeek #SaloneDelMobile #Milano #DesignInspiration #InteriorDesign","#MilanDesignWeek #SaloneDelMobile #Milano #DesignInspiration #InteriorDesign",https://www.instagram.com/p/DXmbLkXEkIA/
katrina.antonovich.official,Reel,09 Apr 2026,736,11712,13,"This is where my world comes to life. Where every detail, every idea, every moment turns into something real.💚.  #dubai #dubaibusiness #dubaivibes #worklife #businesswoman entrepreneurlife luxurylifestyle dubailife successmindset","#dubai #dubaibusiness #dubaivibes #worklife #businesswoman",https://www.instagram.com/p/DW6l-DXEt5e/
katrina.antonovich.official,Reel,19 Apr 2026,1066,11694,9,"Not just design. A destination. ❤️❤️❤️ #luxurydesign #interiordesign #luxurylifestyle #architecture #luxuryinteriors","#luxurydesign #interiordesign #luxurylifestyle #architecture #luxuryinteriors",https://www.instagram.com/p/DXTq-CIjUPP/
sakinakaradesign,Photo,09 Jul 2024,,33,4,"A look into the kitchen for our North London project ✨ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ This kitchen space runs 5metres long and forms part of a larger open concept living space and so I wanted the space to feel defined as its own space but also connect to the family space 📏🏡 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ The design was all about clean line, a confident and bold application of a few strong materials and minimal decoration.  ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Many hesitate to choose dark materials, fearing they’ll make the space feel small or darken the room. In reality, dark materials can transform a kitchen into a stunning, space that is balanced, warm and filled with depth, especially with the right lighting 💡","#residentialdesign #interiordesign #UKInteriorDesign #LondonInteriors #dubaiinteriors #kitchendesign #luxurykitchendesign #dubaiinteriordesign #interiordesignbusiness #sakinakaradesign",https://www.instagram.com/p/C9MABFbJI5m/
sakinakaradesign,Photo,20 May 2024,,21,0,"A little Monday morning inspiration to kick off the week! Whenever I can, I love starting my week by exploring design blogs, books, and magazines—it has me feeling inspired and energised for the days ahead.   Today, I wanted to share the work of @mathieustern. Would you believe me if I told you these beautiful porcelain cameras are AI-generated images?! When I first saw them, I thought, ""I need one for my office!"" But alas, they are not real—just magnificent AI creations ✨ 📸  As AI becomes more popular in our daily lives, I've been asked how I think it will affect the design industry. Whilst I truly believe there's nothing quite like the human brain, I see how AI can — and already has — become an incredible tool for visualisation and decision-making in design. I don't believe it has replaced the eye or personal creativity of designers, but it has become a useful tool. I've tried using it to generate visual moods and even to write the odd email, but I find it still doesn't capture my exact vision—perhaps it’s the quality of my prompts!  Have you started using AI?  What are your thoughts on its expanding role across industries and spaces?   #ArtificialIntelligence #ai #interiordesign  #dubaidesign #interiorinspiration #DubaiInteriors #InteriorDesignCommunity #InteriorDesignLovers #Decor #creativeai #sakinakaradesign","#ArtificialIntelligence #ai #interiordesign #dubaidesign #interiorinspiration #DubaiInteriors #InteriorDesignCommunity #InteriorDesignLovers #Decor #creativeai #sakinakaradesign",https://www.instagram.com/p/C7Lbm9psFCS/
sakinakaradesign,Photo,05 Jun 2024,,25,3,"✨ A look back at our project for Sarabeth’s in Dubai! ✨  We took inspiration from the charm of old New York, reflected in the iconic checkered floors and smooth brass elements. 🗽✨ Creating spaces that tell a story is at the heart of our approach to retail design. With Sarabeth’s, we worked to blend elements of classic New York with creative innovation to create a space that was inviting atmosphere for guests and authentic to the brand. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #SakinaKaraDesign #RetailDesign #Commercialdesign #storedesign #interiordesignbusiness #dubaistoredesign #dubaiinteriordesign #sarabeths","#SakinaKaraDesign #RetailDesign #Commercialdesign #storedesign #interiordesignbusiness #dubaistoredesign #dubaiinteriordesign #sarabeths",https://www.instagram.com/p/C71l7PEpPnN/
katrina.antonovich.official,Photo,26 Oct 2025,,10454,79,"On the same wave with the best. Capri. Work. Style. Energy. 🌊⚓️","",https://www.instagram.com/p/DQSAAf0E9yT/
